date,medium,path,identifier,category,name,artist,description,accession_number,source,license,depicted_place
1988-08-00,Foto,https://webservices.picturae.com/mediabank/media/9aaaa11b-5d3b-484f-974e-513747280663/downloadoriginal/9fd4a7dd-70e9-4ca8-9f03-f4acc588ade7?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9aaaa11b-5d3b-484f-974e-513747280663:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Luttik_Oudorp_107,_voorheen_het_Noord-Hollandsch_Koffiehuis,_tijdens_de_restauratie_in_1988._Interie_-_RAA011004855_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Luttik Oudorp 107, voorheen het Noord-Hollandsch Koffiehuis, tijdens de restauratie in 1988. Interieur begane grond. Een gedeelte van de balklaag.}}",RAA011004855,View this picture on the website of the [https://hdl.handle.net/21.12106/9aaaa11b-5d3b-484f-974e-513747280663 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-01-13,Foto,https://webservices.picturae.com/mediabank/media/9aab08a3-8208-41ae-b5d0-fc81b3ed6d85/downloadoriginal/b5180b6b-d5c0-4c3f-9e63-bbbc17f574c7?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9aab08a3-8208-41ae-b5d0-fc81b3ed6d85:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Links_Luttik_Oudorp_115,_Fa._P._de_Vries_graanhandel_en_veevoeders,_Achtergevel_van_Fnidsen_54,_grut_-_RAA011004874_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Links Luttik Oudorp 115, Fa. P. de Vries graanhandel en veevoeders, Achtergevel van Fnidsen 54, grutterij, voorheen een pakhuis. Rechts Luttik Oudorp 117.}}",RAA011004874,View this picture on the website of the [https://hdl.handle.net/21.12106/9aab08a3-8208-41ae-b5d0-fc81b3ed6d85 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-03-24,Foto,https://webservices.picturae.com/mediabank/media/9aac2e92-2b9a-4745-80e9-61eed5b1e1ac/downloadoriginal/e39e7639-0b95-4477-b6e4-d03f065e3fa8?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9aac2e92-2b9a-4745-80e9-61eed5b1e1ac:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Links_Mient_14-16,_N.L._Zaak_en_de_N.L._Zaak_Burmania,_fietsenwinkel._Rechts_Mient_12,_juwelier_Jos_-_RAA011005123_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Links Mient 14-16, N.L. Zaak en de N.L. Zaak Burmania, fietsenwinkel. Rechts Mient 12, juwelier Jos Peperkamp.}}",RAA011005123,View this picture on the website of the [https://hdl.handle.net/21.12106/9aac2e92-2b9a-4745-80e9-61eed5b1e1ac Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1865-00-00,Dia,https://webservices.picturae.com/mediabank/media/9ab1ae90-acc0-521f-4e24-7ab72e5eb3fd/downloadoriginal/bacde224-5f04-d3a4-19af-8b2f6163df78?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9ab1ae90-acc0-521f-4e24-7ab72e5eb3fd:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Reproductie_van_bladzijden_uit_monumentaal_boek_over_bierbrouwen_""Mijne_Geliefkoosde_Uren""_door_Joha_-_RAA-DMGA-00607_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Reproductie van bladzijden uit monumentaal boek over bierbrouwen ""Mijne Geliefkoosde Uren"" door Johannes Wahlen uit 1865, van Bierbrouwerij Witte aan Bierkade Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}}",RAA-DMGA-00607,View this picture on the website of the [https://hdl.handle.net/21.12106/9ab1ae90-acc0-521f-4e24-7ab72e5eb3fd Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1976-10-18,Foto,https://webservices.picturae.com/mediabank/media/9ab8b016-0f20-4a03-98d2-257e49e93359/downloadoriginal/669ee668-5795-4698-bdad-4ee688f43281?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9ab8b016-0f20-4a03-98d2-257e49e93359:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Waagplein_2-4,_hoek_Houttil,_de_Waag,_voor_de_restauratie_van_de_romp_in_1976-1978._Detail_van_de_vo_-_RAA011008007_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Waagplein 2-4, hoek Houttil, de Waag, voor de restauratie van de romp in 1976-1978. Detail van de voorstelling op de voorgevel. De scheuren zijn ontstaan door het roesten van een ijzeren dook, ofwel anker. Rijksmonument. Vermoedelijk uit de 14e eeuw. Sinds 1582 een waag, voorheen een gasthuis met een kapel, het Heilige Geesthuis. Een allegorische voorstelling, gemaakt van Javasteen.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011008007,View this picture on the website of the [https://hdl.handle.net/21.12106/9ab8b016-0f20-4a03-98d2-257e49e93359 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-06-09,Foto,https://webservices.picturae.com/mediabank/media/9abba668-1e41-4c54-bb77-3e3a1a3b949c/downloadoriginal/17e404af-472d-4020-be8d-0a5190f8497d?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9abba668-1e41-4c54-bb77-3e3a1a3b949c:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Gezicht_op_Gasthuisstraat_4-6_en_de_achtergevel_van_zwembad_""De_Overdekte"",_Canadaplein_1._Gesloopt_-_RAA011011549_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Gezicht op Gasthuisstraat 4-6 en de achtergevel van zwembad ""De Overdekte"", Canadaplein 1. Gesloopt in 1990.}}",RAA011011549,View this picture on the website of the [https://hdl.handle.net/21.12106/9abba668-1e41-4c54-bb77-3e3a1a3b949c Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-00-00,Dia,https://webservices.picturae.com/mediabank/media/9ac2b638-cc20-17af-5c82-f98b1ccc5e56/downloadoriginal/64b6ccd9-f48f-c9b7-b1b1-c1635693cc48?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9ac2b638-cc20-17af-5c82-f98b1ccc5e56:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Rolering_voor_wegenbouw_^_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afdeling_Monumentenzorg_van_-_RAA-DMGA-00313_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Rolering voor wegenbouw ? Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-00313,View this picture on the website of the [https://hdl.handle.net/21.12106/9ac2b638-cc20-17af-5c82-f98b1ccc5e56 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1984-00-00,Dia,https://webservices.picturae.com/mediabank/media/9ac3d8ff-dbb8-3be5-fa64-64c5e17cea66/downloadoriginal/848e0adb-f8f8-b00f-9066-920fe5aec93e?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9ac3d8ff-dbb8-3be5-fa64-64c5e17cea66:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Bouw_van_nieuw_stadskantoor,_links_Werfbrug_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afdeling_-_RAA-DMGA-01167_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Bouw van nieuw stadskantoor, links Werfbrug Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}}",RAA-DMGA-01167,View this picture on the website of the [https://hdl.handle.net/21.12106/9ac3d8ff-dbb8-3be5-fa64-64c5e17cea66 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1987-10-24,Foto,https://webservices.picturae.com/mediabank/media/9ac53287-1a11-4b49-8c79-3005765d5032/downloadoriginal/c13e1097-0286-4671-affa-05e5f0ee02ff?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9ac53287-1a11-4b49-8c79-3005765d5032:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Westerweg_248-252,_de_Algemene_Begraafplaats,_tijdens_de_restauratie_in_1987._Westerweg_248,_één_van_-_RAA011008281_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Westerweg 248-252, de Algemene Begraafplaats, tijdens de restauratie in 1987. Westerweg 248, één van de twee dienstwoningen. Rijksmonument. Begraafplaats uit 1829-1830.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011008281,View this picture on the website of the [https://hdl.handle.net/21.12106/9ac53287-1a11-4b49-8c79-3005765d5032 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1981-00-00,Dia,https://webservices.picturae.com/mediabank/media/9ade4541-99ed-f18a-9062-92a7d7f21e4a/downloadoriginal/b7b3473b-dc4f-c23a-9649-c6dbea6177c9?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9ade4541-99ed-f18a-9062-92a7d7f21e4a:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Zicht_vanaf_Rotorenbrug_naar_westen_tijdens_restauratie_kademuren_Tussen_ongeveer_de_jaren_1960_en_1_-_RAA-DMGA-01443_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Zicht vanaf Rotorenbrug naar westen tijdens restauratie kademuren Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-01443,View this picture on the website of the [https://hdl.handle.net/21.12106/9ade4541-99ed-f18a-9062-92a7d7f21e4a Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1989-10-00,Foto,https://webservices.picturae.com/mediabank/media/9ae487de-a521-4f8c-a6d1-fd55b5e0eb1b/downloadoriginal/e693b76f-0ee8-4eed-960a-5bce7fe102de?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9ae487de-a521-4f8c-a6d1-fd55b5e0eb1b:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Koorstraat_2,_hoek_Kerkplein,_Bagijnenstraat_en_Kerkstraat,_de_Grote-_of_Sint_Laurenskerk._Interieur_-_RAA011003172_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Koorstraat 2, hoek Kerkplein, Bagijnenstraat en Kerkstraat, de Grote- of Sint Laurenskerk. Interieur schip. Schildering op het houten schot boven het Van Hagerbeer/Schnitger orgel. Detail. Rijksmonument. De kerk is gebouwd tussen 1470 en 1518. Allegorische schildering uit 1693 door Romeyn de Hooghe. De aartsengel Michael met het schild van de burcht van Alkmaar.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011003172,View this picture on the website of the [https://hdl.handle.net/21.12106/9ae487de-a521-4f8c-a6d1-fd55b5e0eb1b Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-04-07,Foto,https://webservices.picturae.com/mediabank/media/9af33ae0-3c46-4718-9437-e5b61595f42f/downloadoriginal/6e5f3fd2-c66f-48f7-940b-ed6c044bce03?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9af33ae0-3c46-4718-9437-e5b61595f42f:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Houttil_26,_Café-Restaurant_""de_Kaasbeurs""_K._Kok._Lijstgevel_met_tuitgevelbekroning,_kroonlijst,_pu_-_RAA011001810_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Houttil 26, Café-Restaurant ""de Kaasbeurs"" K. Kok. Lijstgevel met tuitgevelbekroning, kroonlijst, puilijst.}}",RAA011001810,View this picture on the website of the [https://hdl.handle.net/21.12106/9af33ae0-3c46-4718-9437-e5b61595f42f Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1979-00-00,Dia,https://webservices.picturae.com/mediabank/media/9b040380-32b3-abe3-b3d9-f246094c8335/downloadoriginal/7b0f55ac-debf-590e-6000-1e86467d4d1a?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b040380-32b3-abe3-b3d9-f246094c8335:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Accijnstoren_interieur_tijdens_restauratie_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afdeling_M_-_RAA-DMGA-00625_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Accijnstoren interieur tijdens restauratie Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-00625,View this picture on the website of the [https://hdl.handle.net/21.12106/9b040380-32b3-abe3-b3d9-f246094c8335 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-02-03,Foto,https://webservices.picturae.com/mediabank/media/9b05246c-bf6c-487b-8e9a-c43e1022d22f/downloadoriginal/a4fb7754-3966-4bb9-89da-f9d2824e4aa7?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b05246c-bf6c-487b-8e9a-c43e1022d22f:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Vanaf_rechts_Laat_102-102a,_hoek_Huigbrouwerstraat,_Jacob_Kuyt,_Laat_104_de_KLM_zaak_radio_televisie_-_RAA011003607_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Vanaf rechts Laat 102-102a, hoek Huigbrouwerstraat, Jacob Kuyt, Laat 104 de KLM zaak radio televisie, Laat 106 horlogewinkel Wil Reijmers en Laat 108. Laat 102a was voorheen Luxe Bakkerij Groot, na rond 1972 een deel van jacob Kuyt en na rond 1991 een kapsalon/kapper.}}",RAA011003607,View this picture on the website of the [https://hdl.handle.net/21.12106/9b05246c-bf6c-487b-8e9a-c43e1022d22f Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1990-02-05,Foto,https://webservices.picturae.com/mediabank/media/9b056410-d0c0-45d0-b5e7-aa14fb650f51/downloadoriginal/542910c9-88fa-4882-8fc3-b44e7f17d9a4?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b056410-d0c0-45d0-b5e7-aa14fb650f51:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Langestraat_93,_met_een_achtertuin_op_Breedstraat_46,_het_Moriaanshoofd,_deel_van_het_stadhuis._Zijk_-_RAA011003857_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Langestraat 93, met een achtertuin op Breedstraat 46, het Moriaanshoofd, deel van het stadhuis. Zijkant van de entree. Console op het fries van het hoofdgestel. Kroonlijst. Rijksmonument. Voorheen een voorname herberg voor officiële gasten van het stadsbestuur. In 1718 gekocht door Sijmon Schagen en Cornelia Kraft. In 1718-1720 verbouwd tot patriciërshuis. Van 1925-1968 Openbare Leeszaal en Bibliotheek. Van 1925-1966 ook Gemeentearchief. Na de restauratie van 1978-1979 deel van het stadhuis.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011003857,View this picture on the website of the [https://hdl.handle.net/21.12106/9b056410-d0c0-45d0-b5e7-aa14fb650f51 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1990-04-00,Foto,https://webservices.picturae.com/mediabank/media/9b0756ed-45bb-4a27-aa7a-5b17786c0e74/downloadoriginal/cc59f79c-5b89-477f-b102-28f70a53557c?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b0756ed-45bb-4a27-aa7a-5b17786c0e74:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Lombardsteeg_7,_hoek_Ramen,_Café_Pension_Billard_Lunchroom_'t_Kombuis._Het_lunchroom_gedeelte,_voorh_-_RAA011004483_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Lombardsteeg 7, hoek Ramen, Café Pension Billard Lunchroom 't Kombuis. Het lunchroom gedeelte, voorheen de beneden verdieping van Ramen 44 en Ramen 46.}}",RAA011004483,View this picture on the website of the [https://hdl.handle.net/21.12106/9b0756ed-45bb-4a27-aa7a-5b17786c0e74 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-11-17,Foto,https://webservices.picturae.com/mediabank/media/9b0f0b89-0821-46bd-be64-807bae87024a/downloadoriginal/ce47f1e6-e079-469b-8ce3-b14d9e64b692?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b0f0b89-0821-46bd-be64-807bae87024a:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Van_rechts_naar_links_Wildemanstraat_14,_Wildemanstraat_15_en_Wildemanstraat_16._Op_de_voorgrond_het_-_RAA011008326_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Van rechts naar links Wildemanstraat 14, Wildemanstraat 15 en Wildemanstraat 16. Op de voorgrond het park op de voormalige stadswal langs de Baansingel.}}",RAA011008326,View this picture on the website of the [https://hdl.handle.net/21.12106/9b0f0b89-0821-46bd-be64-807bae87024a Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1977-11-10,Foto,https://webservices.picturae.com/mediabank/media/9b16fa04-aab6-4bf9-8125-fb2fb730c082/downloadoriginal/e26391c8-619e-42ce-9536-3d7e0093d0a3?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b16fa04-aab6-4bf9-8125-fb2fb730c082:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Detailopname_van_de_oostgevel_van_het_pand_Fnidsen_23._Zichtbaar_zijn_de_deur_naar_de_koegang_op_de_-_RAA011011515_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Detailopname van de oostgevel van het pand Fnidsen 23. Zichtbaar zijn de deur naar de koegang op de begane grond en de deur naar de hooizolder daarboven.}},RAA011011515,View this picture on the website of the [https://hdl.handle.net/21.12106/9b16fa04-aab6-4bf9-8125-fb2fb730c082 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1990-11-15,Foto,https://webservices.picturae.com/mediabank/media/9b1de973-d7b3-4b98-bf16-830d8bfee633/downloadoriginal/060421c3-77f2-415a-b1c3-3aa5166576d5?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b1de973-d7b3-4b98-bf16-830d8bfee633:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Verdronkenoord_68,_hoek_Nieuwstraat_10,_de_Sint_Laurentiuskerk._Na_de_restauratie_van_1990._Interieu_-_RAA011007703_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Verdronkenoord 68, hoek Nieuwstraat 10, de Sint Laurentiuskerk. Na de restauratie van 1990. Interieur ruimte links van het koor. Het neogotische Maria-altaar uit 1861. Rijksmonument. De kapel van het Mirakel van het Heilig Bloed, gebouwd in 1859-1861. Architect Pierre J.H. Cuijpers.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011007703,View this picture on the website of the [https://hdl.handle.net/21.12106/9b1de973-d7b3-4b98-bf16-830d8bfee633 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1981-12-03,Foto,https://webservices.picturae.com/mediabank/media/9b1ed523-caf4-4a21-8ff2-093baa42e64b/downloadoriginal/95fbc70e-8658-44c1-919e-2d6e3b697e36?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b1ed523-caf4-4a21-8ff2-093baa42e64b:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"De_westkant_van_Verdronkenoord_68,_hoek_Nieuwstraat_10,_de_Sint_Laurentiuskerk._Op_de_voorgrond_kaal_-_RAA011007598_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=De westkant van Verdronkenoord 68, hoek Nieuwstraat 10, de Sint Laurentiuskerk. Op de voorgrond kaalslag na sloop, voor de aanleg van een tuin, een semi-openbare ruimte, gezien vanaf de Sint Jacobstraat. Rijksmonument. De kapel van het Mirakel van het Heilig Bloed, gebouwd in 1859-1861. Architect Pierre J.H. Cuijpers.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011007598,View this picture on the website of the [https://hdl.handle.net/21.12106/9b1ed523-caf4-4a21-8ff2-093baa42e64b Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1993-07-07,Negatief,https://webservices.picturae.com/mediabank/media/9b1f2508-421d-4369-95d3-231e8f61dcf9/downloadoriginal/7547e415-26f4-492c-9845-cb3f983144c4?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:9b1f2508-421d-4369-95d3-231e8f61dcf9:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Popelmanslaan_7,_voorgevel._-_FO1015874_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Popelmanslaan 7, voorgevel.}}",FO1015874,View this picture on the website of the [https://hdl.handle.net/21.12106/9b1f2508-421d-4369-95d3-231e8f61dcf9 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
